-0.03140	0.36245	-0.27903	-0.12347	0.32974	-0.10251	-0.07787	-0.98205	-1.46156	-3.17310	-1.76341	-3.16689	-5.15230
-0.03141	0.35801	-0.26079	-0.13284	0.33455	-0.13036	-0.06925	-0.94517	-1.46668	-3.17765	-1.78660	-3.20483	-5.18782
-0.03024	0.35475	-0.24149	-0.13875	0.33950	-0.15616	-0.06159	-0.90754	-1.46898	-3.18170	-1.81031	-3.24156	-5.22157
-0.02814	0.35267	-0.22173	-0.14072	0.34486	-0.17930	-0.05486	-0.87046	-1.46773	-3.18535	-1.83394	-3.27646	-5.25302
-0.02546	0.35160	-0.20207	-0.13842	0.35094	-0.19920	-0.04898	-0.83519	-1.46232	-3.18842	-1.85670	-3.30894	-5.28171
-0.02258	0.35124	-0.18296	-0.13182	0.35805	-0.21545	-0.04387	-0.80284	-1.45229	-3.19067	-1.87778	-3.33840	-5.30730
-0.01973	0.35133	-0.16470	-0.12109	0.36641	-0.22779	-0.03950	-0.77423	-1.43726	-3.19186	-1.89647	-3.36424	-5.32943
-0.01702	0.35159	-0.14734	-0.10662	0.37614	-0.23602	-0.03587	-0.74983	-1.41702	-3.19167	-1.91223	-3.38591	-5.34765
-0.01443	0.35173	-0.13069	-0.08893	0.38725	-0.23998	-0.03295	-0.72976	-1.39162	-3.18977	-1.92470	-3.40296	-5.36152
-0.01188	0.35142	-0.11448	-0.06868	0.39967	-0.23981	-0.03068	-0.71395	-1.36138	-3.18576	-1.93375	-3.41505	-5.37074
-0.00922	0.35029	-0.09833	-0.04667	0.41321	-0.23598	-0.02898	-0.70213	-1.32671	-3.17931	-1.93947	-3.42181	-5.37515
-0.00638	0.34799	-0.08192	-0.02380	0.42769	-0.22924	-0.02768	-0.69378	-1.28814	-3.17030	-1.94205	-3.42299	-5.37454
-0.00333	0.34419	-0.06500	-0.00106	0.44280	-0.22035	-0.02660	-0.68818	-1.24637	-3.15869	-1.94179	-3.41850	-5.36841
-0.00011	0.33871	-0.04747	0.02059	0.45823	-0.21003	-0.02558	-0.68462	-1.20243	-3.14445	-1.93909	-3.40858	-5.35610
0.00328	0.33158	-0.02939	0.04025	0.47371	-0.19911	-0.02454	-0.68249	-1.15765	-3.12764	-1.93438	-3.39373	-5.33727
0.00679	0.32310	-0.01110	0.05719	0.48914	-0.18852	-0.02346	-0.68145	-1.11353	-3.10843	-1.92821	-3.37463	-5.31201
0.01036	0.31378	0.00694	0.07076	0.50454	-0.17912	-0.02241	-0.68138	-1.07153	-3.08706	-1.92120	-3.35197	-5.28058
0.01393	0.30432	0.02423	0.08063	0.52013	-0.17155	-0.02146	-0.68221	-1.03299	-3.06375	-1.91382	-3.32627	-5.24331
0.01746	0.29551	0.04040	0.08678	0.53630	-0.16615	-0.02056	-0.68369	-0.99894	-3.03872	-1.90632	-3.29772	-5.20050
0.02087	0.28809	0.05527	0.08945	0.55361	-0.16289	-0.01958	-0.68542	-0.97000	-3.01217	-1.89876	-3.26636	-5.15252
0.02400	0.28261	0.06888	0.08902	0.57265	-0.16128	-0.01841	-0.68680	-0.94622	-2.98430	-1.89110	-3.23223	-5.09992
0.02672	0.27931	0.08141	0.08603	0.59401	-0.16038	-0.01691	-0.68714	-0.92719	-2.95525	-1.88317	-3.19539	-5.04340
0.02899	0.27822	0.09322	0.08111	0.61819	-0.15890	-0.01492	-0.68563	-0.91209	-2.92497	-1.87463	-3.15586	-4.98363
0.03098	0.27923	0.10474	0.07492	0.64563	-0.15548	-0.01221	-0.68144	-0.90001	-2.89333	-1.86508	-3.11371	-4.92128
0.03300	0.28218	0.11653	0.06806	0.67671	-0.14897	-0.00858	-0.67394	-0.88999	-2.86016	-1.85425	-3.06914	-4.85702
0.03537	0.28693	0.12928	0.06115	0.71177	-0.13842	-0.00392	-0.66266	-0.88124	-2.82522	-1.84220	-3.02259	-4.79153
0.03842	0.29342	0.14386	0.05485	0.75105	-0.12321	0.00173	-0.64732	-0.87319	-2.78833	-1.82915	-2.97478	-4.72535
0.04247	0.30165	0.16124	0.04990	0.79465	-0.10309	0.00840	-0.62800	-0.86554	-2.74932	-1.81529	-2.92647	-4.65867
0.04781	0.31179	0.18240	0.04688	0.84259	-0.07780	0.01617	-0.60525	-0.85802	-2.70801	-1.80068	-2.87823	-4.59127
0.05469	0.32413	0.20829	0.04616	0.89490	-0.04682	0.02517	-0.57998	-0.85043	-2.66439	-1.78544	-2.83036	-4.52268
0.06340	0.33903	0.23972	0.04798	0.95170	-0.00921	0.03550	-0.55330	-0.84254	-2.61861	-1.76985	-2.78288	-4.45237
0.07426	0.35700	0.27725	0.05246	1.01307	0.03628	0.04719	-0.52626	-0.83407	-2.57089	-1.75428	-2.73563	-4.37993
0.08776	0.37859	0.32116	0.05982	1.07918	0.09096	0.06019	-0.49959	-0.82479	-2.52159	-1.73887	-2.68833	-4.30498
0.10435	0.40431	0.37149	0.07030	1.15032	0.15591	0.07449	-0.47373	-0.81469	-2.47121	-1.72353	-2.64066	-4.22723
0.12442	0.43463	0.42816	0.08421	1.22681	0.23185	0.09011	-0.44882	-0.80399	-2.42024	-1.70813	-2.59234	-4.14648
0.14820	0.46990	0.49107	0.10189	1.30908	0.31917	0.10711	-0.42472	-0.79309	-2.36915	-1.69258	-2.54332	-4.06284
0.17594	0.51028	0.56006	0.12371	1.39769	0.41788	0.12559	-0.40114	-0.78246	-2.31839	-1.67678	-2.49382	-3.97668
0.20778	0.55569	0.63495	0.15005	1.49333	0.52771	0.14553	-0.37782	-0.77259	-2.26828	-1.66061	-2.44425	-3.88841
0.24375	0.60569	0.71560	0.18113	1.59666	0.64822	0.16673	-0.35469	-0.76389	-2.21897	-1.64393	-2.39530	-3.79850
0.28380	0.65959	0.80183	0.21706	1.70821	0.77904	0.18887	-0.33191	-0.75664	-2.17041	-1.62662	-2.34784	-3.70750
0.32783	0.71658	0.89346	0.25780	1.82838	0.91989	0.21160	-0.30986	-0.75085	-2.12248	-1.60862	-2.30274	-3.61604
0.37561	0.77593	0.99027	0.30315	1.95737	1.07044	0.23451	-0.28912	-0.74627	-2.07509	-1.58990	-2.26074	-3.52465
0.42671	0.83702	1.09196	0.35290	2.09519	1.23006	0.25722	-0.27041	-0.74247	-2.02820	-1.57041	-2.22225	-3.43377
0.48041	0.89935	1.19822	0.40683	2.24161	1.39794	0.27946	-0.25442	-0.73898	-1.98167	-1.54997	-2.18721	-3.34380
0.53591	0.96254	1.30877	0.46466	2.39623	1.57318	0.30110	-0.24159	-0.73538	-1.93508	-1.52831	-2.15510	-3.25518
0.59242	1.02626	1.42339	0.52594	2.55854	1.75477	0.32219	-0.23215	-0.73125	-1.88796	-1.50512	-2.12508	-3.16837
0.64934	1.09019	1.54170	0.59002	2.72793	1.94156	0.34288	-0.22620	-0.72610	-1.83991	-1.48033	-2.09605	-3.08375
0.70623	1.15402	1.66311	0.65614	2.90377	2.13243	0.36343	-0.22372	-0.71950	-1.79064	-1.45403	-2.06698	-3.00147
0.76287	1.21745	1.78690	0.72360	3.08547	2.32623	0.38421	-0.22454	-0.71115	-1.74000	-1.42631	-2.03718	-2.92157
0.81924	1.28027	1.91227	0.79171	3.27241	2.52165	0.40558	-0.22837	-0.70101	-1.68784	-1.39720	-2.00637	-2.84410
0.87542	1.34234	2.03849	0.85975	3.46383	2.71713	0.42773	-0.23484	-0.68923	-1.63414	-1.36667	-1.97467	-2.76929
0.93151	1.40355	2.16480	0.92693	3.65879	2.91093	0.45060	-0.24352	-0.67615	-1.57919	-1.33482	-1.94241	-2.69753
0.98741	1.46376	2.29029	0.99247	3.85603	3.10125	0.47389	-0.25379	-0.66212	-1.52356	-1.30189	-1.91000	-2.62915
1.04287	1.52282	2.41393	1.05557	4.05405	3.28637	0.49715	-0.26475	-0.64752	-1.46806	-1.26828	-1.87777	-2.56443
1.09760	1.58046	2.53456	1.11556	4.25114	3.46465	0.51998	-0.27518	-0.63278	-1.41368	-1.23442	-1.84603	-2.50353
1.15130	1.63635	2.65098	1.17185	4.44537	3.63447	0.54198	-0.28387	-0.61845	-1.36134	-1.20086	-1.81521	-2.44653
1.20370	1.69012	2.76207	1.22390	4.63459	3.79437	0.56269	-0.28977	-0.60512	-1.31172	-1.16842	-1.78596	-2.39343
1.25457	1.74137	2.86677	1.27131	4.81642	3.94325	0.58159	-0.29207	-0.59335	-1.26525	-1.13806	-1.75902	-2.34415
1.30368	1.78977	2.96413	1.31381	4.98841	4.08034	0.59833	-0.29026	-0.58347	-1.22236	-1.11059	-1.73502	-2.29853
1.35069	1.83498	3.05329	1.35125	5.14811	4.20498	0.61274	-0.28414	-0.57565	-1.18363	-1.08654	-1.71447	-2.25642
1.39499	1.87659	3.13351	1.38356	5.29322	4.31639	0.62483	-0.27386	-0.57002	-1.14970	-1.06618	-1.69778	-2.21787
1.43588	1.91411	3.20426	1.41063	5.42161	4.41372	0.63477	-0.25984	-0.56672	-1.12095	-1.04963	-1.68526	-2.18318
1.47263	1.94694	3.26523	1.43230	5.53149	4.49618	0.64279	-0.24252	-0.56588	-1.09747	-1.03703	-1.67701	-2.15272
1.50469	1.97433	3.31622	1.44832	5.62152	4.56306	0.64917	-0.22231	-0.56750	-1.07919	-1.02840	-1.67284	-2.12670
1.53165	1.99552	3.35706	1.45848	5.69088	4.61385	0.65424	-0.19955	-0.57142	-1.06584	-1.02361	-1.67217	-2.10509
1.55317	2.00973	3.38769	1.46262	5.73928	4.64842	0.65832	-0.17448	-0.57740	-1.05688	-1.02235	-1.67412	-2.08764
1.56906	2.01638	3.40818	1.46079	5.76676	4.66688	0.66165	-0.14737	-0.58529	-1.05150	-1.02421	-1.67780	-2.07400
1.57928	2.01513	3.41861	1.45315	5.77358	4.66931	0.66441	-0.11870	-0.59500	-1.04884	-1.02869	-1.68243	-2.06374
1.58380	2.00588	3.41911	1.43994	5.76015	4.65572	0.66674	-0.08926	-0.60629	-1.04810	-1.03506	-1.68727	-2.05627
1.58251	1.98881	3.40989	1.42144	5.72701	4.62608	0.66873	-0.06001	-0.61866	-1.04865	-1.04241	-1.69171	-2.05084
1.57535	1.96426	3.39130	1.39797	5.67489	4.58053	0.67041	-0.03188	-0.63134	-1.04995	-1.04984	-1.69521	-2.04662
1.56246	1.93281	3.36388	1.36987	5.60468	4.51953	0.67170	-0.00565	-0.64330	-1.05140	-1.05666	-1.69723	-2.04297
1.54426	1.89518	3.32827	1.33758	5.51746	4.44386	0.67234	0.01814	-0.65343	-1.05244	-1.06235	-1.69722	-2.03950
1.52131	1.85219	3.28503	1.30175	5.41446	4.35446	0.67200	0.03913	-0.66069	-1.05246	-1.06647	-1.69479	-2.03597
1.49416	1.80472	3.23471	1.26324	5.29706	4.25250	0.67027	0.05697	-0.66423	-1.05074	-1.06878	-1.68979	-2.03220
1.46336	1.75368	3.17793	1.22291	5.16672	4.13936	0.66679	0.07132	-0.66359	-1.04662	-1.06916	-1.68237	-2.02812
1.42942	1.69992	3.11549	1.18156	5.02505	4.01652	0.66133	0.08183	-0.65859	-1.03965	-1.06766	-1.67272	-2.02394
1.39279	1.64410	3.04831	1.13972	4.87379	3.88549	0.65370	0.08830	-0.64933	-1.02963	-1.06450	-1.66097	-2.01997
1.35388	1.58666	2.97730	1.09777	4.71474	3.74778	0.64370	0.09087	-0.63610	-1.01653	-1.05992	-1.64744	-2.01649
1.31316	1.52792	2.90320	1.05600	4.54985	3.60486	0.63124	0.09001	-0.61930	-1.00043	-1.05409	-1.63255	-2.01367
1.27113	1.46817	2.82660	1.01473	4.38109	3.45822	0.61638	0.08648	-0.59942	-0.98163	-1.04703	-1.61666	-2.01154
1.22829	1.40776	2.74803	0.97428	4.21046	3.30933	0.59929	0.08120	-0.57689	-0.96062	-1.03875	-1.60002	-2.00997
1.18510	1.34711	2.66789	0.93500	4.03989	3.15958	0.58028	0.07520	-0.55213	-0.93805	-1.02935	-1.58280	-2.00874
1.14201	1.28674	2.58650	0.89731	3.87115	3.01040	0.55979	0.06955	-0.52562	-0.91462	-1.01902	-1.56518	-2.00739
1.09943	1.22718	2.50417	0.86163	3.70591	2.86335	0.53828	0.06523	-0.49800	-0.89108	-1.00786	-1.54737	-2.00534
1.05770	1.16892	2.42123	0.82823	3.54562	2.71995	0.51628	0.06296	-0.47003	-0.86819	-0.99579	-1.52952	-2.00197
1.01702	1.11229	2.33806	0.79714	3.39143	2.58164	0.49430	0.06311	-0.44248	-0.84653	-0.98266	-1.51168	-1.99687
0.97749	1.05746	2.25501	0.76814	3.24419	2.44976	0.47277	0.06570	-0.41613	-0.82649	-0.96843	-1.49387	-1.98973
0.93923	1.00448	2.17238	0.74091	3.10435	2.32545	0.45202	0.07051	-0.39157	-0.80831	-0.95333	-1.47621	-1.98026
0.90237	0.95337	2.09048	0.71516	2.97196	2.20938	0.43229	0.07711	-0.36912	-0.79203	-0.93761	-1.45881	-1.96821
0.86702	0.90419	2.00966	0.69059	2.84670	2.10166	0.41375	0.08488	-0.34887	-0.77753	-0.92133	-1.44171	-1.95346
0.83322	0.85693	1.93032	0.66692	2.72802	2.00190	0.39647	0.09310	-0.33084	-0.76440	-0.90443	-1.42482	-1.93600
0.80097	0.81153	1.85283	0.64387	2.61516	1.90948	0.38043	0.10086	-0.31493	-0.75197	-0.88679	-1.40798	-1.91588
0.77032	0.76807	1.77755	0.62120	2.50731	1.82385	0.36559	0.10731	-0.30093	-0.73963	-0.86832	-1.39105	-1.89328
0.74132	0.72674	1.70469	0.59879	2.40375	1.74445	0.35196	0.11181	-0.28861	-0.72720	-0.84879	-1.37402	-1.86850
0.71389	0.68782	1.63429	0.57672	2.30392	1.67069	0.33960	0.11402	-0.27780	-0.71481	-0.82793	-1.35691	-1.84191
0.68784	0.65158	1.56634	0.55511	2.20734	1.60196	0.32847	0.11405	-0.26849	-0.70263	-0.80559	-1.33979	-1.81384
0.66297	0.61827	1.50083	0.53410	2.11358	1.53775	0.31842	0.11252	-0.26067	-0.69072	-0.78179	-1.32268	-1.78450
0.63908	0.58816	1.43778	0.51385	2.02231	1.47766	0.30922	0.11034	-0.25422	-0.67912	-0.75670	-1.30543	-1.75388
0.61594	0.56149	1.37724	0.49455	1.93333	1.42119	0.30067	0.10847	-0.24894	-0.66789	-0.73048	-1.28783	-1.72180
0.59322	0.53837	1.31924	0.47651	1.84657	1.36768	0.29258	0.10764	-0.24472	-0.65720	-0.70323	-1.26983	-1.68806
0.57060	0.51859	1.26384	0.46002	1.76200	1.31652	0.28487	0.10823	-0.24157	-0.64719	-0.67510	-1.25159	-1.65275
0.54785	0.50172	1.21121	0.44527	1.67967	1.26737	0.27746	0.11026	-0.23948	-0.63796	-0.64639	-1.23333	-1.61628
